Section,Area,Category,Status,Criteria,Indicator,Procedure
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Commitment to notify users about changes to the terms of service","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Disclosure of how users will be directly notified of changes to the terms of service","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Disclosure of timeframe for notification prior to changes to the terms of service coming into effect","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Maintains a public archive or change log of the terms of service","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Commitment to notify users about change to the privacy policy","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Disclosure of how users will be directly notified of changes to the privacy policy","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Disclosure of timeframe for notification prior to changes to the privacy policy coming into effect","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"ToS & Privacy Policy change notification","Privacy Policy & Terms of Service","1: Green","The company provides clear notification when it changes its privacy policy and/or terms of service.","Maintains a public archive or change log of the privacy policy","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"3rd party requests for user data","Transparency","1: Green","The company complies only with legal and ethical third-party requests for user information.","The company explains its process for responding to non-judicial government requests.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"3rd party requests for user data","Transparency","1: Green","The company complies only with legal and ethical third-party requests for user information.","The company explains its process for responding to court orders.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"3rd party requests for user data","Transparency","1: Green","The company complies only with legal and ethical third-party requests for user information.","The company explains its process for responding to requests from foreign jurisdictions.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"3rd party requests for user data","Transparency","1: Green","The company complies only with legal and ethical third-party requests for user information.","The company explains its process for responding to requests made by private parties.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"3rd party requests for user data","Transparency","1: Green","The company complies only with legal and ethical third-party requests for user information.","The company’s explanations include the legal basis under which it may comply.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"3rd party requests for user data","Transparency","1: Green","The company complies only with legal and ethical third-party requests for user information.","The company commits to carry out due diligence on requests before deciding how to respond and to push back on unlawful requests.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"3rd party requests for user data","Transparency","1: Green","The company complies only with legal and ethical third-party requests for user information.","The company provides guidance or examples of implementation of its process.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Identity policy","Transparency","1: Green","I can register using any name and identifying characteristics I wish, or keep my identity completely anonymous.","The company does not require users to verify their identity with their government-issued identification, or with other forms of identification that could be connected to their offline identity.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Threat Notification","Transparency","1: Green","The company notifies appropriate authorities and those affected when a data breach occurs.","The company will notify the relevant authorities without undue delay when a data breach occurs.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Threat Notification","Transparency","1: Green","The company notifies appropriate authorities and those affected when a data breach occurs.","The company clearly discloses its process for notifying data subjects who might be affected by a data breach.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Threat Notification","Transparency","1: Green","The company notifies appropriate authorities and those affected when a data breach occurs.","The company clearly discloses what kinds of steps it will take to address the impact of a data breach on its users.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company lists the number of requests it receives by country.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company lists the number of requests it receives for stored user information and for real-time communications access.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company lists the number of accounts affected.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company lists whether a demand sought communications content or non-content or both.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company identifies the specific legal authority or type of legal process through which law enforcement and national security demands are made.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company includes requests that come from court orders.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company list the number of requests it receives from private parties.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company lists the number of requests it complied with, broken down by category of demand.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company lists what types of government requests it is prohibited by law from disclosing.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The company reports this data at least once per year.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Transparency reporting","Transparency","1: Green","The company is transparent about its practices for sharing user data with the government and other third parties.","The data reported by the company can be exported as a structured data file.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"User notification about third-party requests for user information","Transparency","1: Green","The company tells me if the government or other third parties ask for my information.","The company notifies users when government entities (including courts or other judicial bodies) request their user information.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"User notification about third-party requests for user information","Transparency","1: Green","The company tells me if the government or other third parties ask for my information.","The company notifies users when private parties request their user information.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"User notification about third-party requests for user information","Transparency","1: Green","The company tells me if the government or other third parties ask for my information.","The company clearly discloses situations when it might not notify users, including a description of the types of government requests it is prohibited by law from disclosing to users.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
